MySMA30
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
339.237
339.238
338.858
338.113
336.537
335.841
334.624
333.602
332.164
331.158
330.82
331.015
331.173
331.405
331.685
331.793
331.309
330.59
329.995
329.749
329.462
328.983
328.095
327.345
326.74
326.222
325.882
324.587
321.563
318.593
313.956
311.05
308.653
305.19
302.523
298.945
295.928
293.765
292.437
290.807
288.87
286.021
283.216
280.115
276.835
273.769
270.749
267.331
264.092
260.245
256.446
252.815
249.362
245.61
241.347
237.67
234.797
232.434
232.002
231.354
232.371
231.983
231.246
231.475
231.974
233.141
234.542
235.279
235.76
236.141
236.949
237.895
238.768
240.705
242.86
244.989
246.943
249.466
251.86
254.563
257.095
259.72
263.036
266.254
269.621
272.719
275.291
277.924
280.426
282.984
285.037
286.905
288.979
291.108
293.169
294.898
296.184
293.946
291.396
288.758
286.585
284.153
281.72
278.32
274.672
270.983
267.409
263.642
260.069
256.339
252.761
249.289
245.267
241.471
237.572
233.422
229.472
225.426
221.373
217.348
213.598
209.972
205.994
202.127
198.168
194.272
190.267
189.389
188.792
188.429
187.899
187.264
186.557
185.87
185.64
185.423
185.313
185.216
185.024
185.169
186.896
189.008
191.02
192.966
194.899
196.609
198.06
199.667
201.316
203.061
204.884
206.76
208.724
210.831
212.976
213.491
214.681
216.645
218.172
219.365
220.534
221.971
223.734
225.121
226.261
227.153
228.054
229.088
228.483
227.598
224.987
221.776
218.821
215.786
212.919
210.036
207.374
204.56
202.024
199.427
197.128
194.767
192.377
189.962
187.58
186.697
185.094
183.015
181.354
179.975
178.326
176.653
174.624
173.028
171.37
169.948
168.587
167.113
167.21
167.355
167.552
167.803
168.034
168.321
168.455
168.745
