DATE;TIME;OPEN;HIGH;LOW;CLOSE;VOL;SMA30
20220331;0;229;248;212.15;238.65;3892590;262.28
20220401;0;238.6;248.1;232;235;1405200;260.775
20220404;0;235.15;239.05;224.2;231;1081600;259.602
20220405;0;231;231.05;215.35;218;1019260;258.388
20220406;0;217.3;220;212;215;696630;256.773
20220407;0;216;221.85;215.05;216.5;538620;254.755
20220408;0;233.95;234.95;213;215.2;2037190;252.622
20220411;0;217.8;217.8;210.1;211.75;685370;250.883
20220412;0;213.95;213.95;204;210.9;881920;248.528
20220413;0;214;215.9;210;210.5;722550;246.003
20220414;0;212.5;213.2;205;205.8;547160;243.62
20220415;0;205.6;211.7;200.45;207.35;1047950;241.212
20220418;0;207.9;213.4;203.2;203.8;906380;238.567
20220419;0;205;205;195.1;201.8;1191780;236.042
20220420;0;201.6;202.4;195.25;196.95;1602980;233.208
20220421;0;197.3;198.25;192.3;192.4;1073750;230.263
20220422;0;193.5;194.75;188.05;188.05;1036540;227.075
20220425;0;188.1;188.3;181.65;185;1339690;224.075
20220426;0;184.7;197.3;184.55;196.35;3911040;220.963
20220427;0;196.8;208.2;194.35;207.6;4755020;217.555
20220428;0;208;212.7;202.25;205;2838950;214.535
20220429;0;205.65;209.35;205.05;209.05;1112470;211.97
20220504;0;209.1;212.2;207.15;208.7;843570;209.725
20220505;0;209;214.95;208.75;214.1;1057770;208.847
20220506;0;213.7;214.4;209.25;211;907460;207.88
20220511;0;211.25;211.25;206.1;209.45;789890;208.17
20220512;0;209.1;209.3;198.3;200.1;1593620;208.545
20220513;0;201.3;202.95;199;200.85;1179810;208.618
20220516;0;201.05;210;200.45;210;1187790;208.962
20220517;0;208.5;219.6;205;217.5;2052960;209.503
20220518;0;249;282.9;242.6;243;12001580;210.547
20220519;0;242.3;246;237.6;243.15;2433320;211.213
20220520;0;244.8;245.9;237;238.5;1652400;211.337
20220523;0;239;240;232.3;236;1147840;211.658
20220524;0;236;245.45;230.7;243.4;2227800;211.925
20220525;0;244.9;249.45;242.55;248;2274270;212.548
20220526;0;249;251.5;245;245.75;2092890;213.512
20220527;0;245.7;248.75;243.9;246.9;1325810;214.013
20220530;0;246.9;255;246.1;255;1691210;214.943
20220531;0;254.9;257;251.75;254.95;1073280;216.042
20220601;0;254.95;257.95;253;257.05;987190;217.405
20220602;0;257.05;261.9;252.75;261.7;2188060;218.82
20220603;0;261.15;263.4;254;259.5;1411060;220.535
20220606;0;260;270.5;258;268.35;2585970;222.31
20220607;0;267.25;271.75;265;270.2;1503520;224.143
20220608;0;270;274.5;270;272.35;1446480;226.332
20220609;0;271.8;272.35;268.15;270.7;785300;228.755
20220610;0;270.95;274.9;269.1;274;1310130;231.365
20220614;0;274.3;275;272.35;274.9;1309930;234.127
20220615;0;274.95;277.1;273.5;276.1;1373670;237.113
20220616;0;276.85;277.05;275.35;277.05;885250;239.718
20220617;0;276.3;277;272.2;274.7;802650;242.013
20220620;0;274.5;276.45;274;274.45;932580;244.368
20220621;0;275;275.55;269.85;272.7;1106130;246.548
20220622;0;273;277;267.1;274;1791310;248.748
20220623;0;279;279.5;274;276.2;2625800;250.725
20220624;0;276.45;281.4;275.25;278.35;1467930;252.983
20220627;0;278.95;280.65;275;276.2;912010;255.228
20220628;0;276.2;278.7;275.3;277.4;951570;257.817
20220629;0;277.5;278;275;275.7;703030;260.322
20220630;0;275.7;276.4;256.5;273.7;2548180;262.622
20220701;0;272;279;269.05;278.85;1714430;263.512
20220704;0;279.95;281.35;278.5;280.55;2177970;264.502
20220705;0;280.05;281.45;275.25;276.3;1905250;265.673
20220706;0;276.3;277.25;267.6;270.05;3010800;267.042
20220707;0;269.9;273.05;268.1;273;1703980;268.385
20220708;0;272.85;275.05;269.7;275.05;4262310;269.218
20220711;0;247.55;247.55;237.05;239.85;4680550;270.013
20220712;0;239.05;239.6;227.2;236.85;4289580;270.075
20220713;0;236.9;238.95;231;233.9;1685560;269.813
20220714;0;232.75;235;228.85;229.8;1888240;269.213
20220715;0;229.5;239.55;226;236.9;1483400;268.473
20220718;0;237.95;239.75;231.25;236.3;1102410;267.555
20220719;0;236.25;236.8;231.55;232.55;797860;266.782
20220720;0;232.7;236;231.8;232.6;622060;265.99
20220721;0;232.5;233.5;227.2;229.05;829940;264.838
20220722;0;229.9;232.15;229;230.8;674960;263.588
20220725;0;231.05;232;229.55;230.85;546980;262.192
20220726;0;231.2;233.25;230.1;233.25;971830;260.862
20220727;0;234;237;232;235.65;1503160;259.425
20220728;0;235.8;243.5;235.75;243.15;2115420;258.06
20220729;0;243.7;245;241.05;243.45;1599760;256.692
20220801;0;244.05;244.4;238.5;241.75;987540;255.605
20220802;0;240.75;241.95;239;241;656750;254.59
20220803;0;240.95;247.5;240.1;246.3;1461560;253.448
20220804;0;246.6;252.2;245.55;251;1539650;252.38
20220805;0;250;251.85;240.8;241.45;1453040;251.3
20220808;0;244.9;249.35;243.7;247.15;886930;250.418
20220809;0;247.2;248;244.15;247.85;699840;249.283
20220810;0;248.85;251;246.7;250.05;697230;248.317
20220811;0;250.8;251.7;245.3;245.5;579950;247.362
20220812;0;245;247.15;243.1;245.1;687530;246.532
20220815;0;247.1;248.85;243;246.3;885270;245.632
20220816;0;246.4;248.75;244;248;968460;244.537
20220817;0;248;250;244.05;245;1285090;243.415
20220818;0;245.95;247.4;238.5;241.95;2249270;242.472
20220819;0;240;241.25;236.4;240;1936360;241.673
20220822;0;240;240;237.4;238.1;851220;240.578
20220823;0;238.85;239.15;235.2;236;1734160;240.327
20220824;0;235.95;236.45;230.15;231.85;1702870;240.32
20220825;0;232.45;236.85;231.25;236.4;1880520;240.288
20220826;0;236.4;240.1;234.15;240.1;1378570;240.278
20220829;0;240;242.5;238.1;241;1207670;240.508
20220830;0;241.45;243.2;239;239.3;895660;240.577
20220831;0;239;240.35;235.2;236.3;1532990;240.75
20220901;0;236.9;242;236.65;241.45;1626220;240.96
20220902;0;241.6;245;237.35;240.3;2030010;241.107
20220905;0;240.2;243;239.85;242.8;1058270;241.497
20220906;0;242.8;244.45;238.5;239;1874860;241.802
20220907;0;239.3;239.3;235.25;236.05;1653370;242.188
20220908;0;236.4;240.3;236;237.55;1005630;242.365
20220909;0;237.45;240;237.05;237.75;857030;242.385
20220912;0;237.3;242.4;237.15;240.6;1272940;242.177
20220913;0;240.7;241.6;237.4;237.75;1051200;241.952
20220914;0;237.7;238;235.35;237.7;1016910;241.95
20220915;0;238.25;240;236.6;238.2;1180150;241.842
20220916;0;238.4;238.4;235.6;236.4;1105590;241.563
20220919;0;236;236.6;234.7;235.85;831810;241.177
20220920;0;235.85;236.1;220.25;226.7;3073460;240.88
20220921;0;201.05;221;201.05;216.5;2438770;240.502
20220922;0;215.65;222.25;212.35;214.9;1596860;238.908
20220923;0;215.2;215.2;197.5;200.65;3879390;237.737
20220926;0;199.05;199.1;184;186.3;3450430;236.743
20220927;0;190.05;198.5;179.35;187.45;2797580;235.142
20220928;0;187.95;189.85;181.3;186;1422090;233.263
20220929;0;186.95;188.7;179.35;183;1422100;231.262
20220930;0;184.15;194;176.2;191.65;2727390;229.295
20221003;0;192.5;198;190;197.05;1983360;227.433
20221004;0;197.95;206.55;194.2;202.7;2827630;225.85
20221005;0;202.5;209.2;200.75;206.55;2912010;224.487
20221006;0;206.5;210.55;206.5;208.25;1893960;223.372
20221007;0;207.55;207.85;196.2;196.2;2126930;222.507
20221010;0;190.3;201.65;190.3;200.1;1706010;221.545
20221011;0;200.65;212.4;200;210.1;2389880;219.888
20221012;0;210.2;210.65;202.1;204.15;2751070;218.528
20221013;0;204.25;205.85;200.9;203.5;1498020;217.568
20221014;0;203.9;210;203.05;208.3;3005830;216.48
20221017;0;209;218.95;207.2;218.65;2242560;215.223
20221018;0;219.05;220;212.5;213.55;2060610;214.183
20221019;0;213;216.45;210.05;215.3;1657120;213.392
20221020;0;216;223.15;215.35;217.2;2965350;212.515
20221021;0;216.9;217.4;212.8;215.8;1263930;211.835
20221024;0;217.2;218.25;215;215.75;1097330;211.15
20221025;0;216.1;220.35;215.4;219;1642530;210.48
20221026;0;219.65;219.75;217.6;219.05;1222440;209.66
20221027;0;219.65;223.5;218.2;222.75;2126570;209.058
20221028;0;222.75;225;219.6;224.5;1375380;208.438
20221031;0;224.6;229;224;225.8;1485540;207.917
20221101;0;226.5;229;225.7;226.7;1187750;207.537
20221102;0;226.85;227.3;220.05;223.45;858800;207.225
20221103;0;222.8;223;220.25;222.3;826350;208.085
20221107;0;223.05;229;222.8;227.7;1234750;208.323
20221108;0;227.85;232;226.5;230.45;1639620;208.585
20221109;0;230.1;231.6;222.8;224.75;1862760;209.545
20221110;0;224.9;229.35;224.4;228.35;706820;210.88
20221111;0;228.5;235.5;226.75;235;1665480;212.112
20221114;0;236.4;237.4;233.5;234.55;895310;213.497
20221115;0;234.9;238;221.1;231.1;3010020;215.238
20221116;0;233.6;238.95;231.15;233.75;3003350;216.652
20221117;0;234.4;235.4;232;232.6;768470;217.84
20221118;0;232;233.2;228.5;230.45;905540;218.903
20221121;0;230.4;230.4;225.85;227.7;1045520;219.753
20221122;0;227.7;229.7;226.5;228.15;671830;220.515
20221123;0;228.6;234.3;226.3;232.85;1315200;221.762
20221124;0;232.8;236.6;232.35;233.5;1265710;222.693
20221125;0;234.5;237.85;234;236.25;1679810;223.447
20221128;0;236;236.1;232.35;234.15;1143490;224.455
20221129;0;234.95;237.9;234;236.95;839570;225.525
20221130;0;237;237.5;233.5;236.4;1140890;226.39
20221201;0;236.05;236.65;234.05;234.7;895690;226.988
20221202;0;234.3;234.7;232.3;233.7;553860;227.757
